issue,titre,url,type,scope,priorite,milestone,resume,etat_code,confiance_etat,preuve_locale,score_detection,premier_commit,date_premier_commit,sujet_premier_commit,confiance_premier_commit,dernier_commit,date_dernier_commit,sujet_dernier_commit,confiance_dernier_commit,prochaine_action
118,[KYC-ADDR-01] Backend — Administrative divisions data (Ville/Commune/Quartier),https://github.com/Ken-Andre/bicec-veripass/issues/118,Task,"backend, database, address",,M5 - Full KYC Flow,Backend — Administrative divisions data (Ville/Commune/Quartier): Seed database with Cameroonian administrative divisions; Hierarchy: Region -> Ville -> Commune -> Quartier,Trace faible / à vérifier,faible,"fichiers proches: `code/scripts/run_kyc_happy_path_acceptance.py`, `paddleocr_test/notebooks/02_synthetic_cni_generation.py`, `paddleocr_test/notebooks/ocr_utils.py`",8,,,,,,,,,Vérifier manuellement les fichiers détectés avant de dater le jalon.
117,[BO-19] Backend — Load balancing: Smooth WRR implementation,https://github.com/Ken-Andre/bicec-veripass/issues/117,Task,backend,,M4 - Back-Office MVP,Backend — Load balancing: Smooth WRR implementation: Implement Smooth Weighted Round Robin (SWRR) assignment logic; Weights based on agent experience or workload preference,Terminé probable,haute,"`back-office` dans `CHANGELOG.md`; `logic` dans `CHANGELOG.md`; fichiers proches: `CHANGELOG.md`, `paddleocr_test/notebooks/04_eneo_sanctions_exploration.py`, `code/backoffice/src/test/e2e/classification-ux-pov-demo.mjs`",20,e0a32751aaf4,2026-03-14,Merge pull request #196 from Ken-Andre/feat/infra-04-back-office,moyenne/faible: back-office,a7cefa962fea,2026-06-04,docs: add AGENTS.md and ADR-040 (accès back-office multi-agences),moyenne/faible: back-office,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
116,[BO-18] Security — Back-office session management & logout,https://github.com/Ken-Andre/bicec-veripass/issues/116,Task,security,,M4 - Back-Office MVP,Security — Back-office session management & logout: Implement secure session timeout for back-office apps; Automatic redirect to login after inactivity,Terminé probable,haute,"`back-office` dans `CHANGELOG.md`; fichiers proches: `CHANGELOG.md`, `code/backoffice/src/test/e2e/components.spec.ts`, `code/mobile/src/views/kyc/SignatureScreen.test.tsx`",17,e0a32751aaf4,2026-03-14,Merge pull request #196 from Ken-Andre/feat/infra-04-back-office,moyenne/faible: back-office,a7cefa962fea,2026-06-04,docs: add AGENTS.md and ADR-040 (accès back-office multi-agences),moyenne/faible: back-office,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
115,[BO-17] UI — Rejection reason modal,https://github.com/Ken-Andre/bicec-veripass/issues/115,Task,produit,,M4 - Back-Office MVP,UI — Rejection reason modal: Implement rejection modal with reason selection; Mandatory justification for rejection (FR requirement),Terminé probable,haute,"`back-office` dans `CHANGELOG.md`; fichiers proches: `CHANGELOG.md`, `code/mobile/src/views/kyc/RejectionScreen.tsx`, `code/scripts/run_kyc_happy_path_acceptance.py`",15,e0a32751aaf4,2026-03-14,Merge pull request #196 from Ken-Andre/feat/infra-04-back-office,moyenne/faible: back-office,a7cefa962fea,2026-06-04,docs: add AGENTS.md and ADR-040 (accès back-office multi-agences),moyenne/faible: back-office,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
114,[BO-16] Integration — Intranet file server connection (Read images),https://github.com/Ken-Andre/bicec-veripass/issues/114,Task,infrastructure,,M4 - Back-Office MVP,Integration — Intranet file server connection (Read images): Implement secure image server access from BO app; Support for token-based URL generation for document viewing,Terminé probable,haute,"`back-office` dans `CHANGELOG.md`; fichiers proches: `CHANGELOG.md`, `code/scripts/import-docker-stack.ps1`, `code/backoffice/src/test/e2e/live-gab-steps.evidence.ts`",16,e0a32751aaf4,2026-03-14,Merge pull request #196 from Ken-Andre/feat/infra-04-back-office,moyenne/faible: back-office,a7cefa962fea,2026-06-04,docs: add AGENTS.md and ADR-040 (accès back-office multi-agences),moyenne/faible: back-office,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
113,[BO-15] Backend — Audit log append-only logic (SHA-256 events),https://github.com/Ken-Andre/bicec-veripass/issues/113,Task,"backend, security",,M4 - Back-Office MVP,Backend — Audit log append-only logic (SHA-256 events): Implement append-only audit_logs table (no DELETE/UPDATE); Logic to sign each log record with SHA-256 of the payload,Terminé probable,haute,"`audit_logs` dans `code/backend/tests/test_rbac.py`; `audit` dans `CHANGELOG.md`; fichiers proches: `CHANGELOG.md`, `code/backend/tests/test_rbac.py`, `code/scripts/audit_sentry_issues.py`",20,8191b05c6f8e,2026-04-05,feat(backoffice): implement system audit logs page with filters,"haute: audit, implement",8191b05c6f8e,2026-04-05,feat(backoffice): implement system audit logs page with filters,"haute: audit, implement",Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
112,"[BO-14] UI — Agent Dashboard (SLA, Dossiers processed)",https://github.com/Ken-Andre/bicec-veripass/issues/112,Task,produit,,M4 - Back-Office MVP,"UI — Agent Dashboard (SLA, Dossiers processed): Individual agent dashboard showing processed vs pending stats; Current SLA performance for the individual agent",Terminé probable,haute,"`back-office` dans `CHANGELOG.md`; fichiers proches: `CHANGELOG.md`, `paddleocr_test/notebooks/02_synthetic_cni_generation.py`, `paddleocr_test/notebooks/03_ocr_accuracy_dashboard.py`",17,e0a32751aaf4,2026-03-14,Merge pull request #196 from Ken-Andre/feat/infra-04-back-office,moyenne/faible: back-office,a7cefa962fea,2026-06-04,docs: add AGENTS.md and ADR-040 (accès back-office multi-agences),moyenne/faible: back-office,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
111,[BO-13] Backend — Multi-agent concurrency control (Dossier locking),https://github.com/Ken-Andre/bicec-veripass/issues/111,Task,backend,,M4 - Back-Office MVP,Backend — Multi-agent concurrency control (Dossier locking): Implement pessimistic locking for dossier review; kyc_sessions.locked_by flag with timeout,Terminé probable,haute,"`back-office` dans `CHANGELOG.md`; `logic` dans `CHANGELOG.md`; `kyc_sessions` dans `code/scripts/seed_kyc_compliance_visual_demo.py`; fichiers proches: `CHANGELOG.md`, `code/scripts/seed_kyc_compliance_visual_demo.py`, `code/backend/app/tasks_demo.py`",23,e0a32751aaf4,2026-03-14,Merge pull request #196 from Ken-Andre/feat/infra-04-back-office,moyenne/faible: back-office,a7cefa962fea,2026-06-04,docs: add AGENTS.md and ADR-040 (accès back-office multi-agences),moyenne/faible: back-office,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
110,[BO-12] Integration — PENDING_INFO mobile notification trigger,https://github.com/Ken-Andre/bicec-veripass/issues/110,Task,mobile,,M4 - Back-Office MVP,Integration — PENDING_INFO mobile notification trigger: Implement Celery task to send in-app notifications to Marie; Triggered upon PENDING_INFO decision via back-office,Terminé probable,haute,"`PENDING_INFO` dans `code/backoffice/src/pages/validation/ValidationQueuePage.tsx`; `back-office` dans `CHANGELOG.md`; `notifications` dans `CHANGELOG.md`; fichiers proches: `CHANGELOG.md`, `code/backoffice/src/pages/validation/ValidationQueuePage.tsx`, `code/scripts/setup-task-scheduler.ps1`",27,e0a32751aaf4,2026-03-14,Merge pull request #196 from Ken-Andre/feat/infra-04-back-office,moyenne/faible: back-office,a7cefa962fea,2026-06-04,docs: add AGENTS.md and ADR-040 (accès back-office multi-agences),moyenne/faible: back-office,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
109,[BO-11] UI — SLA visual indicators (R/Y/G) in queue,https://github.com/Ken-Andre/bicec-veripass/issues/109,Task,produit,,M4 - Back-Office MVP,UI — SLA visual indicators (R/Y/G) in queue: Visual R/Y/G badges in queue for SLA status; Tooltips for remaining time prediction,Terminé probable,haute,"`back-office` dans `CHANGELOG.md`; fichiers proches: `CHANGELOG.md`, `code/scripts/seed_kyc_compliance_visual_demo.py`, `code/mobile/tests/e2e/kyc-auth-and-atms.spec.ts`",14,e0a32751aaf4,2026-03-14,Merge pull request #196 from Ken-Andre/feat/infra-04-back-office,moyenne/faible: back-office,a7cefa962fea,2026-06-04,docs: add AGENTS.md and ADR-040 (accès back-office multi-agences),moyenne/faible: back-office,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
108,[BO-10] Backend — SLA tracking & escalation flags logic,https://github.com/Ken-Andre/bicec-veripass/issues/108,Task,"backend, monitoring",,M4 - Back-Office MVP,Backend — SLA tracking & escalation flags logic: Implement SLA monitoring service (target review time); Automated escalation flag triggers for dossiers over SLA,Terminé probable,haute,"`back-office` dans `CHANGELOG.md`; `logic` dans `CHANGELOG.md`; fichiers proches: `CHANGELOG.md`, `code/mobile/src/views/kyc/SignatureScreen.test.tsx`, `code/scripts/upload-sharepoint-large-file.ps1`",21,e0a32751aaf4,2026-03-14,Merge pull request #196 from Ken-Andre/feat/infra-04-back-office,moyenne/faible: back-office,a7cefa962fea,2026-06-04,docs: add AGENTS.md and ADR-040 (accès back-office multi-agences),moyenne/faible: back-office,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
107,[BO-09] Backend — Agent activity audit logging,https://github.com/Ken-Andre/bicec-veripass/issues/107,Task,"backend, address",,M4 - Back-Office MVP,"Backend — Agent activity audit logging: Implement audit trail for agent actions; Log events: DOSSIER_OPENED, DOSSIER_APPROVED, DOSSIER_REJECTED, etc.",Terminé probable,haute,"`DOSSIER_APPROVED` dans `code/mobile/src/views/dashboard/NotificationsScreen.tsx`; `DOSSIER_REJECTED` dans `code/mobile/src/views/dashboard/NotificationsScreen.tsx`; `back-office` dans `CHANGELOG.md`; fichiers proches: `CHANGELOG.md`, `code/mobile/src/views/dashboard/NotificationsScreen.tsx`, `code/backoffice/src/pages/command-center/CommandCenterPage.tsx`",31,6297fd6318d8,2026-03-27,feat: improve backup maintenance with gating and audit logging,"haute: audit, logging",393016e263c2,2026-05-28,"test: add agent UX regression, compliance MVP, dossier viewer fixes, Thomas operational audit evidence","haute: audit, agent",Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
106,[BO-08] Backend — Decision handler endpoint,https://github.com/Ken-Andre/bicec-veripass/issues/106,Task,backend,,M4 - Back-Office MVP,Backend — Decision handler endpoint: Implement POST /bo/kyc/decision endpoint; Update state machine on dossier decision,Terminé probable,haute,"`READY_FOR_OPS` dans `code/backoffice/src/types/kyc.ts`; `PENDING_INFO` dans `code/backoffice/src/pages/validation/ValidationQueuePage.tsx`; `back-office` dans `CHANGELOG.md`; fichiers proches: `CHANGELOG.md`, `code/backoffice/src/types/kyc.ts`, `code/backoffice/src/pages/validation/ValidationQueuePage.tsx`",32,c762cfa046f0,2026-05-28,"feat(backoffice): base path /back-office/, SystemLogs refactor, apiGetBlob, header/sidebar tweaks","haute: back-office, api",c762cfa046f0,2026-05-28,"feat(backoffice): base path /back-office/, SystemLogs refactor, apiGetBlob, header/sidebar tweaks","haute: back-office, api",Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
105,[BO-07] UI — Decision buttons (Approve/Reject/Info),https://github.com/Ken-Andre/bicec-veripass/issues/105,Task,produit,,M4 - Back-Office MVP,UI — Decision buttons (Approve/Reject/Info): Design and implement decision bar (Approve / Reject / Info); Modal for rejection reason or info request,Terminé probable,haute,"`back-office` dans `CHANGELOG.md`; fichiers proches: `CHANGELOG.md`, `code/scripts/run_kyc_happy_path_acceptance.py`, `paddleocr_test/notebooks/ocr_utils.py`",17,e0a32751aaf4,2026-03-14,Merge pull request #196 from Ken-Andre/feat/infra-04-back-office,"haute: back-office, request",e0a32751aaf4,2026-03-14,Merge pull request #196 from Ken-Andre/feat/infra-04-back-office,"haute: back-office, request",Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
104,[BO-06] Integration — Face match similarity screen (BO panel),https://github.com/Ken-Andre/bicec-veripass/issues/104,Task,produit,,M4 - Back-Office MVP,Integration — Face match similarity screen (BO panel): UI panel for face match result visualization; Compare Selfie vs. Document Portrait with score overlay,Terminé probable,moyenne,"`back-office` dans `CHANGELOG.md`; `biometrics` dans `code/backoffice/src/types/kyc.ts`; fichiers proches: `CHANGELOG.md`, `code/backoffice/src/types/kyc.ts`, `docs/BICEC-VERIPASS-VUE-ENSEMBLE.md`",22,e0a32751aaf4,2026-03-14,Merge pull request #196 from Ken-Andre/feat/infra-04-back-office,moyenne/faible: back-office,a7cefa962fea,2026-06-04,docs: add AGENTS.md and ADR-040 (accès back-office multi-agences),moyenne/faible: back-office,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
103,[BO-05] UI — Dossier Detail view (images + OCR fields),https://github.com/Ken-Andre/bicec-veripass/issues/103,Task,produit,,M4 - Back-Office MVP,UI — Dossier Detail view (images + OCR fields): Implement detailed view for a single dossier review; OCR field panel with modification badges,Terminé probable,haute,"`back-office` dans `CHANGELOG.md`; fichiers proches: `CHANGELOG.md`, `paddleocr_test/test_structure.py`, `code/mobile/src/views/kyc/SignatureScreen.test.tsx`",17,e0a32751aaf4,2026-03-14,Merge pull request #196 from Ken-Andre/feat/infra-04-back-office,moyenne/faible: back-office,a7cefa962fea,2026-06-04,docs: add AGENTS.md and ADR-040 (accès back-office multi-agences),moyenne/faible: back-office,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
102,"[BO-04] Integration — Side-by-Side ""Zoom + Compare"" viewer logic",https://github.com/Ken-Andre/bicec-veripass/issues/102,Task,produit,,M4 - Back-Office MVP,"Integration — Side-by-Side ""Zoom + Compare"" viewer logic: Implement the ""Zoom + Compare"" viewer for high-res images; Side-by-side display of Recto/Verso vs. OCR fields",Terminé probable,haute,"`back-office` dans `CHANGELOG.md`; `inspection` dans `code/backoffice/src/components/shared/DossierTimeline.tsx`; fichiers proches: `CHANGELOG.md`, `code/backoffice/src/components/shared/DossierTimeline.tsx`, `paddleocr_test/notebooks/01_interactive_ocr_testing.py`",21,e0a32751aaf4,2026-03-14,Merge pull request #196 from Ken-Andre/feat/infra-04-back-office,moyenne/faible: back-office,a7cefa962fea,2026-06-04,docs: add AGENTS.md and ADR-040 (accès back-office multi-agences),moyenne/faible: back-office,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
101,[BO-03] Backend — Agent allocation logic (Load balancing per agent),https://github.com/Ken-Andre/bicec-veripass/issues/101,Task,backend,,M4 - Back-Office MVP,Backend — Agent allocation logic (Load balancing per agent): Implement logic to distribute PENDING dossiers to active agents; Constraints: 2 to 10 active dossiers per agent (FR26b),Terminé probable,haute,"`back-office` dans `CHANGELOG.md`; `logic` dans `CHANGELOG.md`; fichiers proches: `CHANGELOG.md`, `paddleocr_test/notebooks/04_eneo_sanctions_exploration.py`, `code/backend/scripts/warmup_ocr.py`",20,a7cefa962fea,2026-06-04,docs: add AGENTS.md and ADR-040 (accès back-office multi-agences),"haute: back-office, agents",a7cefa962fea,2026-06-04,docs: add AGENTS.md and ADR-040 (accès back-office multi-agences),"haute: back-office, agents",Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
100,[BO-02] UI — Agent Validation Desk Layout,https://github.com/Ken-Andre/bicec-veripass/issues/100,Task,produit,,M4 - Back-Office MVP,UI — Agent Validation Desk Layout: Implement the main Validation Desk layout for Jean; Side-bar for queue navigation,Terminé probable,haute,"`back-office` dans `CHANGELOG.md`; fichiers proches: `CHANGELOG.md`, `code/mobile/src/views/kyc/SignatureScreen.test.tsx`, `code/backoffice/src/components/shared/DossierTimeline.tsx`",14,c762cfa046f0,2026-05-28,"feat(backoffice): base path /back-office/, SystemLogs refactor, apiGetBlob, header/sidebar tweaks","haute: back-office, layout",c762cfa046f0,2026-05-28,"feat(backoffice): base path /back-office/, SystemLogs refactor, apiGetBlob, header/sidebar tweaks","haute: back-office, layout",Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
99,[BO-01] Back-Office — Dossier Queue logic (FIFO/Priority),https://github.com/Ken-Andre/bicec-veripass/issues/99,Task,backend,,M4 - Back-Office MVP,"Back-Office — Dossier Queue logic (FIFO/Priority): Implement queue prioritization logic in backend; Sorting: (1) SLA Escalation, (2) Lowest confidence, (3) FIFO",Terminé probable,haute,"`back-office` dans `CHANGELOG.md`; `queue` dans `CHANGELOG.md`; fichiers proches: `CHANGELOG.md`, `code/backoffice/src/types/kyc.ts`, `code/mobile/src/views/kyc/SignatureScreen.test.tsx`",18,e0a32751aaf4,2026-03-14,Merge pull request #196 from Ken-Andre/feat/infra-04-back-office,moyenne/faible: back-office,a7cefa962fea,2026-06-04,docs: add AGENTS.md and ADR-040 (accès back-office multi-agences),moyenne/faible: back-office,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
98,[OFFLINE-08] Backend — Endpoint for partial upload resumption,https://github.com/Ken-Andre/bicec-veripass/issues/98,Task,backend,,M3 - AI Engine Complete,Backend — Endpoint for partial upload resumption: Implement backend support for partial/chunked uploads; Verification of received chunks vs. local SHA-256,Partiellement terminé,moyenne,"fichiers proches: `CHANGELOG.md`, `docs/consultant-integration-prompt.md`, `code/backoffice/src/types/aml.ts`",11,edb68dc01d1d,2026-02-28,docs(prd): refine hybrid OCR strategy and resilience patterns,moyenne/faible: resilience,d2f794e975c7,2026-06-06,"chore: reduce repo size - untrack agent dirs, rendered-word, bmad media","moyenne/faible: resilience, implement",Planifier le reste à faire ou expliciter le périmètre réellement livré.
97,[OFFLINE-07] Security — Encrypted storage in IndexedDB,https://github.com/Ken-Andre/bicec-veripass/issues/97,Task,security,,M3 - AI Engine Complete,Security — Encrypted storage in IndexedDB: Implement encryption for sensitive data stored in IndexedDB; Management of local encryption keys,Partiellement terminé,moyenne,"fichiers proches: `CHANGELOG.md`, `docs/consultant-integration-prompt.md`, `code/mobile/src/test/setup.ts`",11,bff65cb671f6,2026-02-02,"feat: Introduce comprehensive AI agent system with BMM, BMB, TEA, and CIS workflows, agents, and commands.","moyenne/faible: resilience, security",d2f794e975c7,2026-06-06,"chore: reduce repo size - untrack agent dirs, rendered-word, bmad media","moyenne/faible: resilience, security",Planifier le reste à faire ou expliciter le périmètre réellement livré.
96,[OFFLINE-06] Integration — ENTO/Blackout scenario persistence,https://github.com/Ken-Andre/bicec-veripass/issues/96,Task,testing,,M3 - AI Engine Complete,Integration — ENTO/Blackout scenario persistence: Implement tests for session persistence through full battery drain/shutdown; Ensure IndexedDB data survives browser tab closure,Trace faible / à vérifier,faible,"fichiers proches: `CHANGELOG.md`, `docs/consultant-integration-prompt.md`, `code/backend/alembic/env.py`",8,bff65cb671f6,2026-02-02,"feat: Introduce comprehensive AI agent system with BMM, BMB, TEA, and CIS workflows, agents, and commands.","moyenne/faible: resilience, integration",d2f794e975c7,2026-06-06,"chore: reduce repo size - untrack agent dirs, rendered-word, bmad media","moyenne/faible: resilience, integration",Vérifier manuellement les fichiers détectés avant de dater le jalon.
95,[OFFLINE-05] UI — Connectivity status indicator,https://github.com/Ken-Andre/bicec-veripass/issues/95,Task,mobile,,M3 - AI Engine Complete,UI — Connectivity status indicator: UI indicator for Connection status (Online/Offline); Instructional messages for offline resumption,Partiellement terminé,moyenne,"fichiers proches: `CHANGELOG.md`, `docs/consultant-integration-prompt.md`, `code/scripts/test-backup-restore.sh`",11,bff65cb671f6,2026-02-02,"feat: Introduce comprehensive AI agent system with BMM, BMB, TEA, and CIS workflows, agents, and commands.","moyenne/faible: resilience, status",d2f794e975c7,2026-06-06,"chore: reduce repo size - untrack agent dirs, rendered-word, bmad media","moyenne/faible: resilience, status",Planifier le reste à faire ou expliciter le périmètre réellement livré.
94,[OFFLINE-04] Integration — Progressive sync logic (Upload resume),https://github.com/Ken-Andre/bicec-veripass/issues/94,Task,produit,,M3 - AI Engine Complete,Integration — Progressive sync logic (Upload resume): Implement logic to resume uploads from last byte (if large); Check with server for already-received document parts,Terminé probable,haute,"`logic` dans `CHANGELOG.md`; fichiers proches: `CHANGELOG.md`, `docs/consultant-integration-prompt.md`, `code/mobile/src/utils/imageCompression.ts`",17,bff65cb671f6,2026-02-02,"feat: Introduce comprehensive AI agent system with BMM, BMB, TEA, and CIS workflows, agents, and commands.","moyenne/faible: resilience, integration, progressive",d2f794e975c7,2026-06-06,"chore: reduce repo size - untrack agent dirs, rendered-word, bmad media","moyenne/faible: resilience, integration, progressive",Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
93,[OFFLINE-03] Mobile — Offline queue for capture events,https://github.com/Ken-Andre/bicec-veripass/issues/93,Task,mobile,,M3 - AI Engine Complete,"Mobile — Offline queue for capture events: Implement logic to queue document captures when offline; Tracking of pending uploads (Recto, Verso, Selfie)",Partiellement terminé,moyenne,"fichiers proches: `CHANGELOG.md`, `docs/consultant-integration-prompt.md`, `code/scripts/audit_sentry_issues.py`",12,bff65cb671f6,2026-02-02,"feat: Introduce comprehensive AI agent system with BMM, BMB, TEA, and CIS workflows, agents, and commands.","moyenne/faible: resilience, document",d2f794e975c7,2026-06-06,"chore: reduce repo size - untrack agent dirs, rendered-word, bmad media","moyenne/faible: resilience, implement",Planifier le reste à faire ou expliciter le périmètre réellement livré.
92,[OFFLINE-02] Mobile — IndexedDB for persistent UI state,https://github.com/Ken-Andre/bicec-veripass/issues/92,Task,"mobile, database",,M3 - AI Engine Complete,"Mobile — IndexedDB for persistent UI state: Implement IndexedDB storage for local session persistence; Store form data, document metadata, and temporary capture flags",Partiellement terminé,moyenne,"fichiers proches: `CHANGELOG.md`, `paddleocr_test/notebooks/ocr_utils.py`, `docs/consultant-integration-prompt.md`",12,bff65cb671f6,2026-02-02,"feat: Introduce comprehensive AI agent system with BMM, BMB, TEA, and CIS workflows, agents, and commands.","moyenne/faible: resilience, document",d2f794e975c7,2026-06-06,"chore: reduce repo size - untrack agent dirs, rendered-word, bmad media","moyenne/faible: resilience, implement",Planifier le reste à faire ou expliciter le périmètre réellement livré.
91,[OFFLINE-01] Mobile — Service Worker strategy for app shell,https://github.com/Ken-Andre/bicec-veripass/issues/91,Task,mobile,,M3 - AI Engine Complete,Mobile — Service Worker strategy for app shell: Configure Service Worker for offline app shell caching; Define caching strategies for static assets (Workbox),Terminé probable,haute,"`OFFLINE-01` dans `code/mobile/README.md`; `pwa` dans `CHANGELOG.md`; fichiers proches: `CHANGELOG.md`, `code/mobile/README.md`, `docs/consultant-integration-prompt.md`",21,edb68dc01d1d,2026-02-28,docs(prd): refine hybrid OCR strategy and resilience patterns,"haute: resilience, strategy",72af78ff9fed,2026-05-31,"refactor(mobile): extract livenessChallenge module, PWA hardening (manifest, startup images, service worker, CSP)","haute: pwa, service, worker",Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
90,[KYC-SM-09] Integration — Automated state transitions (e.g. READY_FOR_OPS),https://github.com/Ken-Andre/bicec-veripass/issues/90,Task,produit,,M3 - AI Engine Complete,Integration — Automated state transitions (e.g. READY_FOR_OPS): Implement triggers for automated state transitions; Logic for PENDING_KYC -> READY_FOR_OPS upon AI success,Terminé probable,haute,"`PENDING_KYC` dans `code/backoffice/src/pages/validation/ValidationQueuePage.tsx`; `READY_FOR_OPS` dans `code/backoffice/src/types/kyc.ts`; `COMPLIANCE_REVIEW` dans `code/mobile/src/types/index.ts`; fichiers proches: `CHANGELOG.md`, `code/backoffice/src/types/kyc.ts`, `code/backoffice/src/pages/validation/ValidationQueuePage.tsx`",32,4dfb3bb7e04c,2026-05-18,"feat(kyc): add image processing, encryption utilities, and OCR merging logic",moyenne/faible: logic,4dfb3bb7e04c,2026-05-18,"feat(kyc): add image processing, encryption utilities, and OCR merging logic",moyenne/faible: logic,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
89,[KYC-SM-08] Backend — KYC session expiration logic (TTL),https://github.com/Ken-Andre/bicec-veripass/issues/89,Task,backend,,M3 - AI Engine Complete,Backend — KYC session expiration logic (TTL): Implement backend logic for KYC session TTL (e.g. 7 days for DRAFT); Cleanup script for abandoned sessions,Partiellement terminé,moyenne,"fichiers proches: `CHANGELOG.md`, `paddleocr_test/notebooks/ocr_utils.py`, `code/mobile/src/views/kyc/SignatureScreen.test.tsx`",10,,,,,,,,,Planifier le reste à faire ou expliciter le périmètre réellement livré.
88,[KYC-SM-07] UI — Role-based mobile screens (Gated by status),https://github.com/Ken-Andre/bicec-veripass/issues/88,Task,"mobile, demo",,M3 - AI Engine Complete,UI — Role-based mobile screens (Gated by status): Implement feature-gating logic based on access_level; RESTRICTED: Everything locked demo,Terminé probable,haute,"`access_level` dans `code/scripts/seed_kyc_compliance_visual_demo.py`; `RESTRICTED` dans `code/scripts/seed_kyc_compliance_visual_demo.py`; `LIMITED_ACCESS` dans `code/mobile/src/views/dashboard/DashboardPage.tsx`; fichiers proches: `code/scripts/seed_kyc_compliance_visual_demo.py`, `code/mobile/src/views/dashboard/DashboardPage.tsx`, `CHANGELOG.md`",31,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
87,[KYC-SM-06] Integration — KYC Status Polling logic,https://github.com/Ken-Andre/bicec-veripass/issues/87,Task,"frontend, mobile",,M3 - AI Engine Complete,"Integration — KYC Status Polling logic: Implement frontend polling service for status updates; Polling intervals: 30s foreground, 2m background (ADR-004)",Partiellement terminé,faible,"fichiers proches: `CHANGELOG.md`, `docs/AUDIT-REPORT-2026-03-19.md`, `code/mobile/tailwind.config.js`",11,,,,,,,,,Planifier le reste à faire ou expliciter le périmètre réellement livré.
86,[KYC-SM-05] UI — Mobile Status Dashboard (Client profile),https://github.com/Ken-Andre/bicec-veripass/issues/86,Task,mobile,,M3 - AI Engine Complete,"UI — Mobile Status Dashboard (Client profile): Implement mobile home screen showing current KYC progress; Visual indicators for ""In Review"", ""Information Needed"", ""Validated""",Partiellement terminé,moyenne,"fichiers proches: `CHANGELOG.md`, `code/backoffice/src/test/e2e/role-training.evidence.ts`, `code/mobile/src/views/kyc/SignatureScreen.test.tsx`",12,,,,,,,,,Planifier le reste à faire ou expliciter le périmètre réellement livré.
85,[KYC-SM-04] UI — Mobile Dossier Submission screen,https://github.com/Ken-Andre/bicec-veripass/issues/85,Task,"mobile, address",,M3 - AI Engine Complete,"UI — Mobile Dossier Submission screen: UI for final review before submission; Display completeness checklist (Cni, Liveness, Address, Consent)",Partiellement terminé,moyenne,"fichiers proches: `CHANGELOG.md`, `code/scripts/run_kyc_happy_path_acceptance.py`, `paddleocr_test/notebooks/ocr_utils.py`",11,,,,,,,,,Planifier le reste à faire ou expliciter le périmètre réellement livré.
84,[KYC-SM-03] Integration — Dossier submission to state machine,https://github.com/Ken-Andre/bicec-veripass/issues/84,Task,backend,,M3 - AI Engine Complete,Integration — Dossier submission to state machine: Implement POST /kyc/submit logic; Trigger validation checks before transition to PENDING_KYC,Terminé probable,haute,"`PENDING_KYC` dans `code/backoffice/src/pages/validation/ValidationQueuePage.tsx`; `api` dans `CHANGELOG.md`; `/kyc/submit` dans `code/scripts/run_kyc_happy_path_acceptance.py`; fichiers proches: `CHANGELOG.md`, `code/scripts/run_kyc_happy_path_acceptance.py`, `code/backoffice/src/pages/validation/ValidationQueuePage.tsx`",28,7389e8a82093,2026-04-30,"feat(banking): add banking module with cards, transfers, transactions, savings","haute: api, /kyc/submit",7389e8a82093,2026-04-30,"feat(banking): add banking module with cards, transfers, transactions, savings","haute: api, /kyc/submit",Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
83,[KYC-SM-02] Backend — State Transition validation & enums,https://github.com/Ken-Andre/bicec-veripass/issues/83,Task,backend,,M3 - AI Engine Complete,Backend — State Transition validation & enums: Define Enums for KycStatus and AccessLevel; Implement state transition validation (guards),Terminé probable,haute,"`KycStatus` dans `code/backoffice/src/types/kyc.ts`; `AccessLevel` dans `code/backoffice/src/types/kyc.ts`; fichiers proches: `code/backoffice/src/types/kyc.ts`, `CHANGELOG.md`, `code/backoffice/src/pages/validation/ValidationDesk.tsx`",20,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
